year,country,"Net bilateral aid flows from DAC donors, Australia (current US$)","Net bilateral aid flows from DAC donors, Austria (current US$)","Net bilateral aid flows from DAC donors, Belgium (current US$)","Net bilateral aid flows from DAC donors, Canada (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, Switzerland (current US$)","Net bilateral aid flows from DAC donors, Czechia (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, Denmark (current US$)","Net bilateral aid flows from DAC donors, Spain (current US$)","Net bilateral aid flows from DAC donors, Finland (current US$)","Net bilateral aid flows from DAC donors, France (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Greece (current US$)","Net bilateral aid flows from DAC donors, Hungary (current US$)","Net bilateral aid flows from DAC donors, Ireland (current US$)","Net bilateral aid flows from DAC donors, Iceland (current US$)","Net bilateral aid flows from DAC donors, Italy (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","Net bilateral aid flows from DAC donors, Netherlands (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, New Zealand (current US$)","Net bilateral aid flows from DAC donors, Poland (current US$)","Net bilateral aid flows from DAC donors, Portugal (current US$)","Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","Net bilateral aid flows from DAC donors, Slovenia (current US$)","Net bilateral aid flows from DAC donors, Sweden (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)","Net bilateral aid flows from DAC donors, United States (current US$)","Net official flows from UN agencies, FAO (current US$)","Net official flows from UN agencies, IAEA (current US$)","Net official flows from UN agencies, IFAD (current US$)","Net official flows from UN agencies, ILO (current US$)","Net official flows from UN agencies, UNAIDS (current US$)","Net official flows from UN agencies, UNICEF (current US$)","Net official flows from UN agencies, UNHCR (current US$)","Net official flows from UN agencies, UNDP (current US$)","Net official flows from UN agencies, UNECE (current US$)","Net official flows from UN agencies, UNEP (current US$)","Net official flows from UN agencies, UNFPA (current US$)","Net official flows from UN agencies, UNPBF (current US$)","Net official flows from UN agencies, UNRWA (current US$)","Net official flows from UN agencies, UNTA (current US$)","Net official flows from UN agencies, UNWTO (current US$)","Net official flows from UN agencies, WFP (current US$)","Net official flows from UN agencies, WHO (current US$)",Net official development assistance and official aid received (current US$),Net official development assistance and official aid received (constant 2021 US$),Net ODA received (% of gross capital formation),Net official development assistance received (constant 2021 US$),"Net ODA received (% of imports of goods, services and primary income)"
2017,SAS,205730000.376701,20610000.308603,3649999.90165234,153219999.777153,1293699973.94085,148039998.054504,3020000.10758638,1267369983.35272,122649999.320507,6990000.19952655,48089999.3777275,321979991.344735,1293360048.80071,0.0,3069999.96490777,7310000.04149973,509999.990463257,75590001.2943894,3190630045.17555,98459999.3377924,11420000.0464916,105020002.581179,159310002.267361,8460000.16108155,2599999.97913837,2320000.06176531,939999.971538782,129999.998956919,186269997.147843,11028990019.1091,2287059976.20523,6489821.91085815,2478548.1095314,87011168.7332392,6317280.00938892,2060800.03082752,177535482.048988,16835649.728775,31365252.7332306,0.0,0.0,20908214.2859697,1878958.99824798,0.0,0.0,0.0,22656499.9297261,41148904.3235779,14985200000.7629,15831529922.4854,1.45843642143469,16552969860.0769,1.89787886717707
2017,SSA,152339999.726042,74269999.3923306,441360004.40456,1125520009.51394,5031530006.88553,504049997.111782,8550000.01005828,2938220002.51338,420299999.721348,137950001.074001,159690000.40926,1606230002.37346,3706510036.8727,299999.995157123,2930000.02764165,261129997.504875,14569999.8922646,342469995.809719,1572270022.57109,391480000.93177,127259999.684989,692609995.258972,734169999.16546,14879999.90955,21899999.4583428,54509999.4577467,3129999.99336898,429999.994114041,1019909993.6001,32786490077.9352,11225670014.6776,79088445.6634521,23041246.3662215,299635640.025139,39989620.3638054,33851200.1279742,549487650.096416,203752248.734236,204332434.127107,0.0,0.0,102217980.980873,37644868.4396455,0.0,0.0,752451.837062836,163794958.975166,119605853.617191,49548889845.8481,52175679691.3147,12.7133397738489,55481370318.4128,10.0932663373749
2017,SSF,153619999.697432,74269999.3923306,441370004.404336,1125680009.51037,5035010006.9046,504049997.111782,8550000.01005828,2938230002.51316,420299999.721348,137950001.074001,159690000.40926,1608530002.32577,3706950036.87032,299999.995157123,2930000.02764165,261129997.504875,14569999.8922646,342479995.809495,1577760022.34221,391480000.93177,127259999.684989,692609995.258972,734169999.16546,14879999.90955,21899999.4583428,54509999.4577467,3129999.99336898,429999.994114041,1019919993.59988,32799680077.6423,11225670014.6776,79088445.6634521,23300236.3261767,299876230.031252,40209310.3588559,33853300.1278993,549487650.096416,203752248.734236,204413976.663724,0.0,0.0,102217980.980873,37644868.4396455,0.0,0.0,752451.837062836,163794958.975166,120104738.295078,49572019846.4394,52200039690.9714,12.7024675675012,55499040318.4891,10.0559668275188
2018,EAP,1391170011.04727,29809999.9167025,47509999.0796298,82169999.9850243,730299995.243549,176079998.720437,4479999.98368323,1974479954.82385,44469999.4511902,-62840000.2755225,39179999.9475479,555529983.643442,323430008.370429,19999.9995529652,39670000.1172721,16679999.3868917,570000.004023314,18199999.3473291,-1165450012.50505,507639994.956553,44099999.692291,-8250000.03352761,87259999.9010563,396579999.115318,46430000.8509308,17389999.7994304,149999.996647239,59999.9986588955,99169999.1188943,6526159936.00898,1089990006.32763,7606005.32032549,14501919.1205502,72361111.6409302,20352643.2393119,3311468.64593029,69621394.6938515,16093721.8666077,20336227.8463319,0.0,0.0,20696989.8939133,7870839.3573761,0.0,0.0,0.0,9965005.99384308,46851978.1716168,8280039897.9187,8167589973.44971,0.11894779018468,8932640033.72192,0.196028784501557
2018,EAS,1414460011.9628,29809999.9167025,47509999.0796298,82169999.9850243,731809995.234013,176079998.720437,4479999.98368323,1974479954.82385,44469999.4511902,-62840000.2755225,39179999.9475479,555529983.643442,323430008.370429,19999.9995529652,39670000.1172721,16679999.3868917,570000.004023314,18249999.3480742,-1165150012.49313,507639994.956553,44099999.692291,-8250000.03352761,87259999.9010563,399689999.010414,46430000.8509308,17389999.7994304,149999.996647239,59999.9986588955,99169999.1188943,6554419936.82273,1089990006.32763,7606005.32032549,14501919.1205502,72361111.6409302,20352643.2393119,3311468.64593029,69621394.6938515,16093721.8666077,20336227.8463319,0.0,0.0,20696989.8939133,7870839.3573761,0.0,0.0,0.0,9965005.99384308,46864243.0212349,8280039897.9187,8167589973.44971,0.087270904891135,8973700035.09521,0.098529537418157
2018,ECA,700000.002980232,133930000.992492,12680000.0369549,32089999.0517646,2580409984.94625,217850001.968443,27329999.9143928,1040579997.18189,73390000.7754564,26169999.9663979,19650000.2034009,372720008.611679,181989997.446537,9100000.03501773,22459999.7475743,7839999.84152615,500000.0,95599998.2245266,217670006.677508,57469999.2854148,11000000.1452863,13460000.0455976,63709998.6821413,9999.99977648258,121190005.324781,6309999.77700412,4539999.99910593,19709999.8928607,156820001.343265,6290910006.34059,749380006.313324,4036012.5284642,9708725.36301613,28404236.7935181,11040005.098097,890011.616051197,23999782.7410698,16971613.1892055,8126188.63582611,0.0,0.0,10589880.0194263,5801331.91496134,0.0,0.0,0.0,261821.736072307,16216324.2697716,8219139943.12286,8221490032.19604,2.04658971710467,8732029989.71939,1.31011449822638
2018,ECS,700000.002980232,133930000.992492,12680000.0369549,32089999.0517646,2580409984.94625,217850001.968443,27329999.9143928,1040579997.18189,73390000.7754564,26169999.9663979,19650000.2034009,372720008.611679,181989997.446537,9100000.03501773,22459999.7475743,7839999.84152615,500000.0,95599998.2245266,217670006.677508,57469999.2854148,11000000.1452863,13460000.0455976,63709998.6821413,9999.99977648258,121190005.324781,6309999.77700412,4539999.99910593,19709999.8928607,156820001.343265,6290910006.34059,749380006.313324,4036012.5284642,9708725.36301613,28404236.7935181,11040005.098097,890011.616051197,23999782.7410698,16971613.1892055,8126188.63582611,0.0,0.0,10589880.0194263,5801331.91496134,0.0,0.0,0.0,261821.736072307,16216324.2697716,8219139943.12286,8221490032.19604,0.160641592534598,8732029989.71939,0.0679165819864309
2018,LAC,3349999.98286366,33590000.2643466,72580000.2682954,376769993.424416,1276379980.80254,189129997.862503,1199999.98807907,1407340026.6394,30839999.1095066,247970001.041889,4769999.92877245,1023520004.76792,376479997.973889,0.0,3589999.95701015,9890000.04716218,540000.021457672,-5349998.23197722,185380000.472069,215939998.509362,29299999.4512647,30460000.7068366,183880000.144243,3970000.019297,489999.989047647,6359999.85970557,200000.004842877,0.0,119929999.824613,7801369993.84687,1972749991.02019,48007967.9973423,17067015.2716339,35800475.1726985,27809199.8016462,1412909.00227614,32311713.1590843,27431741.7144775,10121038.813144,0.0,0.0,18609909.9814892,18446543.5445309,0.0,0.0,311932.027339935,13884933.9857697,40464293.8673496,10081449994.0872,10096339941.0248,1.10036092036162,10696839960.0983,0.728029730172226
2018,LCN,3539999.98606741,34040000.250563,72620000.2674013,380079993.456602,1342849983.03652,192379997.743294,1319999.98912215,1417110026.56817,30839999.1095066,309900001.347065,4829999.92743135,1033350004.76055,381009997.945279,0.0,3599999.95678663,9940000.04790723,540000.021457672,-4499998.25283885,187920000.553131,215269998.500124,29299999.4512647,30480000.7063895,191190000.087023,4080000.0205636,499999.988824129,6759999.84517694,200000.004842877,0.0,122979999.786243,8004949996.33356,2002699991.23178,48251186.3028631,17814353.8795412,36507485.1438403,29878050.3785238,1559375.499608,37099963.8438225,29930833.8165283,10797056.1869442,0.0,0.0,19637899.9650478,18446543.5445309,0.0,0.0,311932.027339935,13884933.9857697,42044338.9033899,10321349997.5204,10337139938.3545,0.936911852298754,11027819953.9185,0.611312548790735
2018,LMY,2523850097.65625,482380004.882813,1335679931.64063,3450479980.46875,16631509765.625,2328139892.57813,100069999.694824,19448599609.375,1797170043.94531,645380004.882813,475850006.103516,7329390136.71875,12037389648.4375,38579998.0163574,129110000.610352,530250000.0,61119998.9318848,2134370117.1875,6093030273.4375,1800049926.75781,343429992.675781,3745729980.46875,3217689941.40625,388589996.337891,238020004.272461,131520004.272461,32340000.1525879,29290000.9155273,3834080078.125,121191818341.68,29840128906.25,396526733.398438,88876907.3486328,518537048.339844,224393142.700195,189304031.37207,1487503173.82813,477078735.351563,300763122.558594,0.0,0.0,210536300.65918,118988319.396973,759275695.800781,0.0,9752625.46539307,185668487.548828,517344482.421875,166779828125.0,167082015625.0,1.62599968845782,177684453125.0,2.04796776334684
2018,MEA,115260001.724586,50550000.6172806,95659998.9328533,431600004.211068,2720900016.78467,178050001.174212,8620000.03270805,3275510023.47469,174460001.647472,73230002.5522709,45840000.0166148,864910009.205341,1170790008.49277,1159999.99456108,32279999.8521805,33659999.1712719,4689999.8895824,188700002.044439,819840016.60347,168620000.183582,20419999.6534735,323110000.222921,413279997.870326,6149999.96311963,17050000.3863126,3560000.04895031,2430000.02205372,1539999.98420477,313619996.860623,15181530081.9408,3624390000.34332,10364851.108638,4788694.66204196,26150022.8047371,12399543.1810617,510026.101954281,45172090.7092094,41701801.3447523,6643166.18442535,0.0,0.0,17012259.9005699,4175996.54197693,759275669.0979,0.0,207482.5912714,36160433.1731796,44668546.0805893,32133060180.6641,31660750106.8115,3.29582240838981,33448909439.0869,2.15344517710391
2018,MIC,1531250000.0,285209991.455078,312299987.792969,1124109985.35156,8941589843.75,929279968.261719,44909999.8474121,7761220214.84375,376899993.896484,191400009.155273,161649993.896484,4416910156.25,3289000000.0,10449999.8092651,102540000.915527,120129997.253418,4289999.96185303,370649993.896484,2959610107.42188,1191069946.28906,142709991.455078,386489990.234375,767849975.585938,228490005.493164,219120010.375977,45889999.3896484,8689999.5803833,21760000.2288818,926039978.027344,48552909788.752,11665389648.4375,35491504.6691895,46613063.8122559,323681091.308594,75875717.1630859,10729725.8377075,461474822.998047,152639633.178711,93733123.7792969,0.0,0.0,110677917.480469,55280227.6611328,712541992.1875,0.0,338250.905275345,94448493.9575195,151462524.414063,63538261718.75,63907699218.75,0.642170494647808,69623796875.0,0.815672679501259
2018,MNA,115260001.724586,50550000.6172806,95659998.9328533,431600004.211068,2720900016.78467,178050001.174212,8620000.03270805,3275510023.47469,174460001.647472,73230002.5522709,45840000.0166148,864910009.205341,1170790008.49277,1159999.99456108,32279999.8521805,33659999.1712719,4689999.8895824,188700002.044439,819840016.60347,168620000.183582,20419999.6534735,323110000.222921,413279997.870326,6149999.96311963,17050000.3863126,3560000.04895031,2430000.02205372,1539999.98420477,313619996.860623,15181530081.9408,3624390000.34332,10364851.108638,4788694.66204196,26150022.8047371,12399543.1810617,510026.101954281,45172090.7092094,41701801.3447523,6643166.18442535,0.0,0.0,17012259.9005699,4175996.54197693,759275669.0979,0.0,207482.5912714,36160433.1731796,44668546.0805893,32133060180.6641,31660750106.8115,7.79510069257721,33448909439.0869,6.98130092044999
2018,SAS,217090000.271797,21220000.1440942,4680000.02205372,245619997.549802,1287299989.58111,142359999.060631,2409999.91074204,938799986.042082,128220002.52828,8939999.93801117,47700000.6735325,423450015.731156,1298389996.2604,9999.99977648258,6339999.93279576,8110000.00685453,600000.012665987,137329998.251051,2742110055.80425,140239998.102188,10920000.0856072,103100001.623854,172359999.924898,2749999.99068677,2110000.0590086,1370000.02339482,340000.003576279,59999.9986588955,214269997.294992,10345970046.1868,2036160007.37995,2730723.29163551,3289894.96827126,88218045.3622714,10328734.3978882,873467.873781919,173188024.878502,8682334.3038559,21343017.5185204,0.0,0.0,20430310.01091,4322034.85909849,0.0,0.0,0.0,19653837.9471749,37783203.6018372,12219859970.0928,12428959953.3081,1.11206525413192,12999279899.5972,1.36509550681911
2018,SSA,74180000.6963313,73739999.6127933,450319998.022169,1312850007.13915,5638809949.75567,514129998.844117,11699999.9023974,3604499959.63089,402990002.825856,82590000.1972914,127820001.088083,2209610033.64623,3659320014.06886,320000.000298023,18640000.063926,266559999.646619,24689999.2264807,320829999.724403,1197970011.4876,414810004.202649,155189997.047186,807080001.106486,767239994.727075,11839999.9663234,37739999.7022003,63520000.1690537,2259999.97369945,529999.999329448,1170370006.99341,34012350002.7471,10589810023.2892,101055202.677846,25605827.8121054,267603129.813448,38707118.2504296,7371313.60266358,538443729.639053,120220947.004855,229641288.347542,0.0,0.0,97787110.2020144,75310291.0603084,0.0,0.0,641213.238239288,105260346.084833,124355054.676533,50887670280.4565,51352130264.2822,12.2350767266103,54708819916.2483,9.17140992362419
2018,SSF,74180000.6963313,73739999.6127933,450319998.022169,1312850007.13915,5638809949.75567,514129998.844117,11699999.9023974,3604499959.63089,402990002.825856,82590000.1972914,127820001.088083,2209610033.64623,3659320014.06886,320000.000298023,18640000.063926,266559999.646619,24689999.2264807,320829999.724403,1197970011.4876,414810004.202649,155189997.047186,807080001.106486,767239994.727075,11839999.9663234,37739999.7022003,63520000.1690537,2259999.97369945,529999.999329448,1170370006.99341,34012350002.7471,10589810023.2892,101055202.677846,25605827.8121054,267603129.813448,38707118.2504296,7371313.60266358,538443729.639053,120220947.004855,229641288.347542,0.0,0.0,97787110.2020144,75310291.0603084,0.0,0.0,641213.238239288,105260346.084833,124355054.676533,50894390280.2467,51358880264.2822,12.2225881179829,54708819916.2483,9.13479009965602
2019,EAP,1287700017.17284,23039999.9860674,31400000.3691763,91969999.0451336,598049989.521503,153059999.97817,4399999.96498227,911559993.840754,34179999.3962049,-55340000.1171976,26690000.5228817,381940011.953935,369830006.826669,19999.9995529652,34259999.4633347,19779999.6435642,210000.00089407,11169999.5454401,-354570031.434298,494719996.385276,39109999.9696016,-6590000.02034009,109750000.447035,379499997.109175,2900000.24437904,16280000.0030547,69999.9984353781,9999.99977648258,80530001.1411309,5629769976.56375,943979995.60833,13606072.4295676,14341215.0144577,50273528.7547112,31063419.9522901,5204513.61685991,67434000.2536774,11380700.1709938,22869530.9292525,0.0,0.0,29664146.2445259,5359374.64237213,0.0,0.0,0.0,18715910.2112055,69877426.3262749,7119960081.33888,7250459940.91034,0.10027223517402,7845950183.39157,0.171973238708892
2019,EAS,1305540017.32543,23039999.9860674,31400000.3691763,92039999.0454316,598699989.497662,153169999.977574,4399999.96498227,911559993.840754,34179999.3962049,-55340000.1171976,26690000.5228817,381940011.953935,369830006.826669,19999.9995529652,34259999.4633347,19779999.6435642,210000.00089407,11449999.5466322,-346180031.090975,494799996.383488,39109999.9696016,-6590000.02034009,109750000.447035,382319997.042418,2900000.24437904,16280000.0030547,69999.9984353781,9999.99977648258,80530001.1411309,5660009976.96817,943979995.60833,13640725.1879573,14341215.0144577,50273528.7547112,31063419.9522901,5204513.61685991,67434000.2536774,11380700.1709938,22869530.9292525,0.0,0.0,29664146.2445259,5359374.64237213,0.0,0.0,0.0,18715910.2112055,69940375.5143285,7119960081.33888,7250459940.91034,0.0743543655874028,7905650184.15451,0.0869898301821491
2019,ECA,589999.997988343,121889997.810125,11280000.0477582,-104760002.942756,1895839982.03278,235740000.803024,48680000.6851554,983770012.140274,29169999.7168034,21009999.9327213,30759999.8936057,469720008.969307,183950000.64373,6989999.91640449,34650000.2741814,6759999.95134771,210000.00089407,71969999.3412942,351940004.244447,105079999.642447,11310000.1215935,7619999.94516373,69980000.1718104,9999.99977648258,141630002.617836,4149999.76567924,8199999.88377094,21490000.1939386,175800003.655255,5701410015.11738,742960005.521774,5087793.01680624,6718747.21907079,35526239.1865253,13892139.9749815,3884412.56433725,25784999.9070168,23122924.6407747,8820023.71549606,0.0,0.0,15716051.7573357,10472071.5284348,0.0,0.0,0.0,2276889.91464674,10400837.7492428,7293069937.70599,7484080069.54193,1.95255813734433,7923859975.81482,1.16116836981036
2019,ECS,589999.997988343,121889997.810125,11280000.0477582,-104760002.942756,1895839982.03278,235740000.803024,48680000.6851554,983770012.140274,29169999.7168034,21009999.9327213,30759999.8936057,469720008.969307,183950000.64373,6989999.91640449,34650000.2741814,6759999.95134771,210000.00089407,71969999.3412942,351940004.244447,105079999.642447,11310000.1215935,7619999.94516373,69980000.1718104,9999.99977648258,141630002.617836,4149999.76567924,8199999.88377094,21490000.1939386,175800003.655255,5701410015.11738,742960005.521774,5087793.01680624,6718747.21907079,35526239.1865253,13892139.9749815,3884412.56433725,25784999.9070168,23122924.6407747,8820023.71549606,0.0,0.0,15716051.7573357,10472071.5284348,0.0,0.0,0.0,2276889.91464674,10400837.7492428,7293069937.70599,7484080069.54193,0.141428538024098,7923859975.81482,0.0608022974649279
2019,LAC,3850000.01080334,20469999.7324497,48969999.2891401,402820000.190288,646050002.522767,208100000.89556,1599999.9884516,1156180019.82383,4750000.05215406,248750001.845881,4600000.0089407,518269989.047199,305299999.7437,0.0,5379999.92258847,11329999.8641014,90000.0035762787,-13230002.1909177,158440002.879128,209450000.546873,16779999.71807,12579999.8883158,143130001.801997,2979999.96691942,2240000.0244379,6780000.07010996,219999.993219972,0.0,109169998.994097,6228490006.97582,1993409992.34281,46288910.9365642,16503712.490201,30902095.2731371,38463119.700551,5423793.57665777,34826000.392437,18731331.4923085,13337526.6566873,0.0,0.0,34626612.0970249,16074235.200882,0.0,0.0,365386.754274368,18395529.8066139,44648553.9432615,8365300065.99426,8516919954.29993,0.934367602223382,8901389982.22351,0.603481996554857
2019,LCN,3950000.00856817,21819999.774918,49009999.288246,407240000.214428,719630001.969635,215380000.974983,1659999.9871105,1168490020.21365,4750000.05215406,315960000.334308,4630000.00827014,567279988.057911,321490000.098944,0.0,5389999.92236495,12679999.8879433,329999.998211861,-12320002.2056699,157420002.778992,210010000.549257,16999999.7168779,15029999.954626,196350002.545863,4360000.01803041,2400000.03017485,7350000.07227063,249999.992549419,59999.9986588955,119989999.41349,6588410006.51196,2050619992.8578,46583252.2697747,17043130.1034987,30708835.9296322,40643089.7265673,6098259.44155455,50200000.8225441,19782528.7827291,13866426.6690612,0.0,0.0,36117319.3156719,16074235.200882,0.0,0.0,365386.754274368,21271558.5827827,46697547.5680083,8661500052.45209,8821139945.98389,0.81522816277281,9418809995.65125,0.521541961353651
2019,LMY,2204270019.53125,442089996.337891,1136339965.82031,2986429931.64063,14759390625.0,2348810058.59375,95759994.5068359,18362810546.875,1757540039.0625,735130004.882813,601549987.792969,7260219726.5625,13090509765.625,142669998.168945,158559997.558594,566900024.414063,51110000.6103516,1320989990.23438,7448819824.21875,1910010009.76563,361679992.675781,3386979980.46875,3252600097.65625,390720001.220703,207559997.558594,116979995.727539,21510000.2288818,31010000.2288818,3457590087.89063,117379749410.903,28756968750.0,454450042.724609,82149116.5161133,604175170.898438,278068511.962891,129844985.961914,995570007.324219,667981262.207031,370272979.736328,0.0,0.0,401313354.492188,146940444.946289,765021972.65625,0.0,8310646.05712891,301509155.273438,544872741.699219,162355562500.0,165865156250.0,1.57699471933862,176238718750.0,2.02213168761595
2019,MEA,130760000.642389,53849999.666214,95540000.4517287,393970004.141331,2874370021.82007,197659997.582436,11840000.204742,3285730019.21177,206570000.084117,77340001.1956692,44570000.2294034,759549998.104572,1337740001.91689,830000.003799796,38650000.2779067,35909999.4413555,3800000.01192093,212380000.293255,777669996.231794,161349998.489022,19350000.2585351,140999999.731779,420699995.279312,7920000.11913478,12840000.0333786,1179999.99783933,1550000.02868474,1169999.97384846,280740002.095699,15019960093.7981,3432340056.30016,6112904.25772313,3598060.99161506,14063385.8293295,16932669.7289944,2573895.55126429,47043999.3739128,33431694.5753526,11467490.9561872,0.0,0.0,28227501.6307831,7236136.67488098,765022006.988525,0.0,241688.117384911,73098312.0794408,49688452.4822235,27687310005.188,27682929733.2764,2.76519797687012,29187039772.0337,1.80146732854137
2019,MIC,1402070068.35938,231669998.168945,259929992.675781,847059997.558594,7473140136.71875,938570007.324219,68879997.253418,6569120117.1875,234539993.286133,278829986.572266,134660003.662109,3871869873.04688,3474739990.23438,8119999.88555908,119730003.356934,120459999.084473,2170000.07629395,358369995.117188,4347859863.28125,1349969970.70313,128889999.389648,254229995.727539,708700012.207031,202319992.06543,188020004.272461,42459999.0844727,12429999.3515015,22530000.6866455,840450012.207031,44661349852.4167,10155589843.75,44103797.9125977,40851951.5991211,344255554.199219,122011672.973633,35882884.979248,480986999.511719,136923324.584961,132367218.017578,0.0,0.0,170324218.75,53707920.0744629,704895629.882813,0.0,242023.959755898,141960586.547852,177243713.378906,62047929687.5,63635968750.0,0.624227408616885,69033835937.5,0.806668249810509
2019,MNA,130760000.642389,53849999.666214,95540000.4517287,393970004.141331,2874370021.82007,197659997.582436,11840000.204742,3285730019.21177,206570000.084117,77340001.1956692,44570000.2294034,759549998.104572,1337740001.91689,830000.003799796,38650000.2779067,35909999.4413555,3800000.01192093,212380000.293255,777669996.231794,161349998.489022,19350000.2585351,140999999.731779,420699995.279312,7920000.11913478,12840000.0333786,1179999.99783933,1550000.02868474,1169999.97384846,280740002.095699,15019960093.7981,3432340056.30016,6112904.25772313,3598060.99161506,14063385.8293295,16932669.7289944,2573895.55126429,47043999.3739128,33431694.5753526,11467490.9561872,0.0,0.0,28227501.6307831,7236136.67488098,765022006.988525,0.0,241688.117384911,73098312.0794408,49688452.4822235,27687310005.188,27682929733.2764,6.65587916191713,29187039772.0337,5.75442018165263
2019,SAS,178730003.118515,20570000.1809746,5329999.95350838,228969998.568296,972200006.440282,132869998.395443,1819999.97794628,1209320006.57916,92759999.1764873,7929999.95499849,45660000.7899106,437169997.490942,1368069962.08429,0.0,8720000.08448958,6749999.97019768,709999.997168779,64379999.499768,3133250067.05523,276019994.63141,10629999.814555,115110000.293702,148879997.469485,4780000.01423061,9530000.16510487,2049999.99143183,389999.993145466,70000.0002980232,201169994.153082,11079559974.8958,2394169949.11432,4402705.90037107,2230658.10650587,126770527.213812,16258169.9136645,1939547.99696803,179982001.543045,6428659.46888924,27230090.8267498,0.0,0.0,26537316.4713383,4606061.45858765,0.0,0.0,0.0,15757271.2302208,57505978.1074524,14951799934.3872,15372930244.4458,1.39366406260361,16088739929.1992,1.74133198343795
