year,country,"Net bilateral aid flows from DAC donors, Australia (current US$)","Net bilateral aid flows from DAC donors, Austria (current US$)","Net bilateral aid flows from DAC donors, Belgium (current US$)","Net bilateral aid flows from DAC donors, Canada (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, Switzerland (current US$)","Net bilateral aid flows from DAC donors, Czechia (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, Denmark (current US$)","Net bilateral aid flows from DAC donors, Spain (current US$)","Net bilateral aid flows from DAC donors, Finland (current US$)","Net bilateral aid flows from DAC donors, France (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Greece (current US$)","Net bilateral aid flows from DAC donors, Hungary (current US$)","Net bilateral aid flows from DAC donors, Ireland (current US$)","Net bilateral aid flows from DAC donors, Iceland (current US$)","Net bilateral aid flows from DAC donors, Italy (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","Net bilateral aid flows from DAC donors, Netherlands (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, New Zealand (current US$)","Net bilateral aid flows from DAC donors, Poland (current US$)","Net bilateral aid flows from DAC donors, Portugal (current US$)","Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","Net bilateral aid flows from DAC donors, Slovenia (current US$)","Net bilateral aid flows from DAC donors, Sweden (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)","Net bilateral aid flows from DAC donors, United States (current US$)","Net official flows from UN agencies, FAO (current US$)","Net official flows from UN agencies, IAEA (current US$)","Net official flows from UN agencies, IFAD (current US$)","Net official flows from UN agencies, ILO (current US$)","Net official flows from UN agencies, UNAIDS (current US$)","Net official flows from UN agencies, UNICEF (current US$)","Net official flows from UN agencies, UNHCR (current US$)","Net official flows from UN agencies, UNDP (current US$)","Net official flows from UN agencies, UNECE (current US$)","Net official flows from UN agencies, UNEP (current US$)","Net official flows from UN agencies, UNFPA (current US$)","Net official flows from UN agencies, UNPBF (current US$)","Net official flows from UN agencies, UNRWA (current US$)","Net official flows from UN agencies, UNTA (current US$)","Net official flows from UN agencies, UNWTO (current US$)","Net official flows from UN agencies, WFP (current US$)","Net official flows from UN agencies, WHO (current US$)",Net official development assistance and official aid received (current US$),Net official development assistance and official aid received (constant 2021 US$),Net ODA received (% of gross capital formation),Net official development assistance received (constant 2021 US$),"Net ODA received (% of imports of goods, services and primary income)"
2019,SSA,74120000.2338737,73570000.2480298,409140003.493056,1066259994.14176,5430090041.93544,513759998.004884,13239999.8437613,3895490016.29464,481000003.293157,114509998.584166,170949997.283518,2404879989.16954,3623220016.66203,400000.000372529,20900000.302121,263080000.087619,19279999.9937415,309010000.323877,1300909995.06414,424000002.171844,164449997.814372,705640001.112595,778510004.192591,13139999.8497218,22740000.3354996,63709999.2055446,3289999.92087483,500000.001862645,1118139998.00757,32852670006.0703,9374349948.5068,71345632.404089,23800550.5427718,346639389.790595,68372159.8088741,40562271.4832425,573628995.537758,220080745.443702,252222706.437111,0.0,0.0,130880466.82626,95760212.4512196,0.0,0.0,734467.685222626,139806534.746662,124918462.395668,53017349622.7264,54464109924.3164,12.6259901109029,58081040376.6632,9.23193782036534
2019,SSF,74120000.2338737,73570000.2480298,409140003.493056,1066259994.14176,5430090041.93544,513759998.004884,13239999.8437613,3895490016.29464,481000003.293157,114509998.584166,170949997.283518,2404879989.16954,3623220016.66203,400000.000372529,20900000.302121,263080000.087619,19279999.9937415,309010000.323877,1300909995.06414,424000002.171844,164449997.814372,705640001.112595,778510004.192591,13139999.8497218,22740000.3354996,63709999.2055446,3289999.92087483,500000.001862645,1118139998.00757,32852670006.0703,9374349948.5068,71345632.404089,23800550.5427718,346639389.790595,68372159.8088741,40562271.4832425,573628995.537758,220080745.443702,252222706.437111,0.0,0.0,130880466.82626,95760212.4512196,0.0,0.0,734467.685222626,139806534.746662,124918462.395668,53080099622.7264,54528619926.4526,12.6123988281522,58081040376.6632,9.19726082880938
2020,EAP,1270169974.4463,19040000.2412498,21089999.5863438,123189999.312162,896620002.232492,163459999.078885,4309999.88503754,1564319974.86204,30619999.5391071,-54330000.0801682,35329999.8939037,740569989.12245,351549990.311265,0.0,31129999.7400492,16690000.0628084,119999.999180436,24890001.4739484,1716640016.95812,600450007.293373,35900000.1996756,-9429999.72961843,121699999.406934,363890003.845096,2530000.41469932,58880001.6772002,19999.9995529652,19999.9995529652,82040000.9863079,9413079962.2275,1201550001.47223,10840672.0433209,9000697.11357355,56847460.5903029,20999254.2844266,0.0,61843000.0543594,25684680.7636321,21020766.2992179,0.0,0.0,31017159.9984169,11049410.0451469,0.0,0.0,0.0,16385129.7721267,44015233.6917818,12714009916.7824,12714009916.7824,0.177624461798935,13475109985.3516,0.327766017787604
2020,EAS,1283619974.25556,19040000.2412498,21089999.5863438,123279999.315739,896690002.23279,163609999.084845,4309999.88503754,1564319974.86204,30619999.5391071,-54330000.0801682,35329999.8939037,740569989.12245,351549990.311265,0.0,31129999.7400492,16690000.0628084,119999.999180436,24890001.4739484,1718900016.94858,600650007.296354,35900000.1996756,-9429999.72961843,121699999.406934,367370003.864169,2530000.41469932,58880001.6772002,19999.9995529652,19999.9995529652,82040000.9863079,9432779962.0591,1201550001.47223,10842757.0433646,9000697.11357355,56847460.5903029,20999254.2844266,0.0,61843000.0543594,25684680.7636321,21020766.2992179,0.0,0.0,31017159.9984169,11049410.0451469,0.0,0.0,0.0,16385129.7721267,44045019.1609561,12714009916.7824,12714009916.7824,0.132411245378471,13506309986.1145,0.169834357764546
2020,ECA,4859999.93793666,134070000.723004,14350000.2734363,-106829999.325797,3970099985.3611,253930000.390857,24539999.6936321,1331140003.68118,19310000.3469735,-1130000.44971704,19579999.8641014,775359993.390739,161940004.974604,4000000.0,94179999.0348518,6590000.18984079,390000.009909272,62160001.1941046,177970011.979342,89830001.3244152,5890000.00804663,9669999.94032085,64819999.1378933,19999.9995529652,152089998.841286,4459999.93011355,25910000.314936,21070000.3728271,181909999.793395,8255330005.42037,741170004.367828,3231894.42232251,7909060.60300767,36590214.908123,8543743.16707253,0.0,28647000.0743866,24064428.4486771,9856173.47061634,0.0,0.0,19357490.0329113,6685479.99858856,0.0,0.0,0.0,1798961.39353514,9331686.5414381,10809940140.7242,10809940140.7242,2.59798361231182,10841670046.8063,1.81012567496856
2020,ECS,4859999.93793666,134070000.723004,14350000.2734363,-106829999.325797,3970099985.3611,253930000.390857,24539999.6936321,1331140003.68118,19310000.3469735,-1130000.44971704,19579999.8641014,775359993.390739,161940004.974604,4000000.0,94179999.0348518,6590000.18984079,390000.009909272,62160001.1941046,177970011.979342,89830001.3244152,5890000.00804663,9669999.94032085,64819999.1378933,19999.9995529652,152089998.841286,4459999.93011355,25910000.314936,21070000.3728271,181909999.793395,8255330005.42037,741170004.367828,3231894.42232251,7909060.60300767,36590214.908123,8543743.16707253,0.0,28647000.0743866,24064428.4486771,9856173.47061634,0.0,0.0,19357490.0329113,6685479.99858856,0.0,0.0,0.0,1798961.39353514,9331686.5414381,10809940140.7242,10809940140.7242,0.205111558083722,10841670046.8063,0.094984744740278
2020,LAC,2439999.99947846,34850000.1356006,49990000.0467896,507860008.120537,1221370000.422,199600000.195205,960000.00089407,1470819969.19774,4600000.03688037,299600000.102073,5540000.06616116,1419699997.494,353089998.017997,0.0,7480000.13642013,11000000.0055879,310000.002384186,165419998.653233,360630000.500008,167260002.549738,12629999.7791648,11469999.9056756,111760000.288486,2660000.00573695,1949999.99366701,10430000.0295043,0.0,100000.003352761,108570001.807064,8531399998.88838,1989290021.39345,35017907.4807093,11588438.0377829,595603.425055742,26879846.2003469,0.0,33018999.6361732,13805741.8844342,12497275.7771611,0.0,0.0,35104429.69203,17291409.7905159,0.0,0.0,280651.032924652,19598277.7569443,43273259.5801353,11721510034.5612,11721510034.5612,1.64458844798683,12380899856.5674,1.05276435460595
2020,LCN,2489999.99836087,36420000.1247227,50400000.0432134,517120008.170605,1290260002.19584,211010000.318289,1070000.00216067,1453479969.7306,5170000.02972782,347909999.091178,6110000.0590086,1421549997.86429,383639998.685569,29999.9993294477,7500000.1359731,13070000.0282377,310000.002384186,167899998.705834,380450000.16503,169590002.503246,12739999.7785687,12749999.8770654,121220000.565052,2770000.00700355,2019999.99210238,10850000.0350177,9999.99977648258,100000.003352761,120310001.578182,8837149999.85323,2088880020.16395,35431951.3598457,12050017.5468624,357715.550810099,28109453.7489116,0.0,37881999.6714592,19541542.6275372,13561823.643744,0.0,0.0,37521409.6605778,17291409.7905159,0.0,0.0,280651.032924652,21064043.1139618,45499774.6613808,12180740043.6401,12180740043.6401,1.44036982083011,12969499851.2268,0.904152592389559
2020,LMY,2303149902.34375,559919982.910156,1160619995.11719,3668600097.65625,20566810546.875,2803959960.9375,72589996.3378906,22564070312.5,1649500000.0,687609985.351563,655020019.53125,10262419921.875,12012059570.3125,84699996.9482422,225860000.610352,519119995.117188,45700000.7629395,1300589965.82031,10207580078.125,1790869995.11719,305269989.013672,3662360107.42188,3041530029.29688,394089996.337891,207709991.455078,166630004.882813,37299999.2370605,30180002.2125244,3505810058.59375,133818641752.854,29310031250.0,422216949.462891,66387321.472168,486922668.457031,213342269.897461,128955642.700195,961478027.34375,617110168.457031,397221191.40625,0.0,0.0,420685424.804688,175586746.21582,774581970.214844,0.0,8031026.84020996,320546966.552734,271630096.435547,192703828125.0,192703828125.0,1.91340883356277,204125859375.0,2.70003216043692
2020,MEA,69650000.7510185,53940000.1130998,89369998.5481799,432819994.76254,4061330032.34863,215730000.972748,13320000.1101941,3705100005.80549,171289999.33973,37270000.9346008,54669999.4374067,1067809998.03543,1026179981.47011,249999.992549419,47360000.0329316,35939999.3494153,3280000.00864267,273379999.924451,1163850003.77893,81120000.5412102,15979999.9445677,195309999.585152,335850000.910461,9690000.07025898,12199999.9731779,1470000.01184642,1019999.99769032,1009999.98860061,298390000.522137,17031280115.0717,3554770097.82195,3396261.28226519,3707861.17529497,7584405.88414669,13469048.1573343,0.0,55221000.5521774,30802559.0730831,13616105.7054996,0.0,0.0,29853860.0206375,6864290.23742676,774581981.658936,0.0,312544.196844101,72975213.595666,30370019.9350715,28146759796.1426,28146759796.1426,3.27005814825522,29563820465.0879,2.17281291640814
2020,MIC,1327679931.64063,261070007.324219,241690002.441406,869809997.558594,12283000000.0,991349975.585938,44989997.8637695,8453790039.0625,281290008.544922,270250000.0,149529998.779297,5647149902.34375,2908159912.10938,4010000.22888184,188729995.727539,121090003.967285,2440000.05722046,470760009.765625,6675359863.28125,1238300048.82813,101849998.474121,265649993.896484,662669982.910156,225000000.0,190929992.675781,79550003.0517578,28110000.6103516,22300001.1444092,872750000.0,56487209628.9192,11594209960.9375,38353931.427002,37641807.5561523,249048507.69043,89122436.5234375,0.0,443522003.173828,150153686.523438,138457855.224609,0.0,0.0,178602462.768555,65271537.7807617,729031311.035156,0.0,370762.556791306,139253677.368164,116570556.640625,82064656250.0,82064656250.0,0.837169808532758,87926679687.5,1.19215618739218
2020,MNA,69650000.7510185,53940000.1130998,89369998.5481799,432819994.76254,4061330032.34863,215730000.972748,13320000.1101941,3705100005.80549,171289999.33973,37270000.9346008,54669999.4374067,1067809998.03543,1026179981.47011,249999.992549419,47360000.0329316,35939999.3494153,3280000.00864267,273379999.924451,1163850003.77893,81120000.5412102,15979999.9445677,195309999.585152,335850000.910461,9690000.07025898,12199999.9731779,1470000.01184642,1019999.99769032,1009999.98860061,298390000.522137,17031280115.0717,3554770097.82195,3396261.28226519,3707861.17529497,7584405.88414669,13469048.1573343,0.0,55221000.5521774,30802559.0730831,13616105.7054996,0.0,0.0,29853860.0206375,6864290.23742676,774581981.658936,0.0,312544.196844101,72975213.595666,30370019.9350715,28146759796.1426,28146759796.1426,7.98081681310157,29563820465.0879,7.43656972116975
2020,SAS,163270002.72274,18999999.9701977,4110000.02920628,195910004.556179,1093459992.40875,132310001.015663,1899999.95566905,1472860038.10167,70680001.2290478,6029999.79257584,52080000.7283688,426470006.12691,1090109997.27249,29999.9993294477,9820000.15489757,7799999.99701977,850000.023841858,49740000.9334087,3105529974.4606,162009996.235371,12180000.2604723,88390003.3719838,150589998.254552,3640000.10862947,9919999.90679324,1409999.9666214,429999.986663461,50000.0007450581,185019996.82188,10366379984.7513,1849339970.32046,3078047.8457018,2346377.9091835,74301890.3657794,12345986.5152836,0.0,160191002.607346,13096280.4999726,25901385.5755329,0.0,0.0,29676019.4301605,-744819.99874115,0.0,0.0,0.0,19896104.4102907,39677808.7615967,16585300338.7451,16585300338.7451,1.68757193487401,17378520263.6719,2.34355094872651
2020,SSA,56240001.1811405,97689998.4367192,448840002.624318,1329400006.92755,6709950008.92878,546640000.957996,13159999.9275059,4750680013.65475,532630001.265556,109620002.103969,240330003.527924,3237219996.39273,3165079998.10018,29999.9993294477,12330000.2515316,267120001.446456,17390000.0117719,316259999.33295,1171730003.90828,418580004.669726,148400002.639741,727780010.152608,679189997.971058,11059999.961406,17799999.5741993,65459998.2108921,2910000.05602837,239999.996498227,1121480005.46172,37312860039.4242,11096129981.7413,79823431.0355037,22284660.3132784,311003092.389554,43645178.7315309,0.0,546656000.912189,179050622.850657,293030618.816614,0.0,0.0,154556931.063533,129864579.260349,0.0,0.0,796224.594116211,151064419.666305,87196266.8299675,66884599784.8511,66884599784.8511,17.4962981560569,71201929793.3578,14.1644752365622
2020,SSF,56240001.1811405,97689998.4367192,448840002.624318,1329400006.92755,6709950008.92878,546640000.957996,13159999.9275059,4750680013.65475,532630001.265556,109620002.103969,240330003.527924,3237219996.39273,3165079998.10018,29999.9993294477,12330000.2515316,267120001.446456,17390000.0117719,316259999.33295,1171730003.90828,418580004.669726,148400002.639741,727780010.152608,679189997.971058,11059999.961406,17799999.5741993,65459998.2108921,2910000.05602837,239999.996498227,1121480005.46172,37312860039.4242,11096129981.7413,79823431.0355037,22284660.3132784,311003092.389554,43645178.7315309,0.0,546656000.912189,179050622.850657,293030618.816614,0.0,0.0,154556931.063533,129864579.260349,0.0,0.0,796224.594116211,151064419.666305,87196266.8299675,66890549784.6603,66890549784.6603,17.4828152182092,71201929793.3578,14.1222860452271
2021,EAP,2139009960.24534,25340000.1432747,23119999.5242059,142120001.669973,691750000.292435,178139999.307692,5859999.95470047,943939992.265776,32800000.814721,-51890000.782907,26779999.6528775,766029986.524954,289470003.075898,8449999.93778765,32819999.8214841,16399999.5198101,9999.99977648258,-5669999.9794364,905379978.179932,575489998.027682,30060000.6170571,-3240000.26471913,88230000.4754215,496290006.250143,9449999.98249114,19910000.0709295,1630000.01385808,469999.998807907,101919998.681173,8849379919.30917,1357899995.33631,9560210.01748741,5184263.5050416,-2078001.20487809,20918280.1190764,0.0,61175000.0715256,23266970.2172279,22182662.0055363,0.0,0.0,30580590.7249451,3685739.91465382,0.0,0.0,0.0,14941389.6501064,73005899.8018503,10515909809.1125,9819090023.04077,0.122952350090796,10555570096.0159,0.211225189948379
2021,EAS,2159299961.16087,25340000.1432747,23119999.5242059,142220001.671463,691750000.292435,178299999.304116,5859999.95470047,943939992.265776,32800000.814721,-51890000.782907,26779999.6528775,766029986.524954,289470003.075898,8449999.93778765,32819999.8214841,16399999.5198101,9999.99977648258,-5669999.9794364,906519978.165627,575489998.027682,30060000.6170571,-3240000.26471913,88230000.4754215,499430006.355047,9449999.98249114,19910000.0709295,1630000.01385808,469999.998807907,101919998.681173,8874209920.31321,1357899995.33631,9558120.0174056,5184263.5050416,-2078001.20487809,20918280.1190764,0.0,61175000.0715256,23266970.2172279,22181742.0055158,0.0,0.0,30580590.7249451,3685739.91465382,0.0,0.0,0.0,14941389.6501064,73077199.8018026,10515909809.1125,9819090023.04077,0.0939606928154157,10589330094.3375,0.111800501245553
2021,ECA,289999.997243285,163519999.712706,18070000.4696846,47019998.4740466,4586710005.64098,269100000.359118,25579999.7411668,1189620001.39058,38459998.4362721,-26989999.5736778,17710000.0530481,459809993.583709,167090000.495315,7010000.01467764,70100001.0669231,4750000.07264316,820000.007748604,50639999.8310953,337369995.653629,68690000.5433708,10849999.9735504,5620000.07927418,50250000.0298023,0.0,178479999.7136,-3109999.82245266,10779999.8596311,25220000.2446771,186250000.305474,8911139997.34447,932520000.934601,6762200.04633069,8894945.62521577,28047000.8552074,10017220.005393,0.0,19698000.1926422,16830769.777298,12843206.7036629,0.0,0.0,18414293.9150333,6514970.0473994,0.0,0.0,0.0,1136450.01500845,14610099.8818874,9729970041.27502,9199500044.22665,2.21314391032871,10151229940.4144,1.41442075662541
2021,ECS,289999.997243285,163519999.712706,18070000.4696846,47019998.4740466,4586710005.64098,269100000.359118,25579999.7411668,1189620001.39058,38459998.4362721,-26989999.5736778,17710000.0530481,459809993.583709,167090000.495315,7010000.01467764,70100001.0669231,4750000.07264316,820000.007748604,50639999.8310953,337369995.653629,68690000.5433708,10849999.9735504,5620000.07927418,50250000.0298023,0.0,178479999.7136,-3109999.82245266,10779999.8596311,25220000.2446771,186250000.305474,8911139997.34447,932520000.934601,6762200.04633069,8894945.62521577,28047000.8552074,10017220.005393,0.0,19698000.1926422,16830769.777298,12843206.7036629,0.0,0.0,18414293.9150333,6514970.0473994,0.0,0.0,0.0,1136450.01500845,14610099.8818874,9729970041.27502,9199500044.22665,0.174321105363819,10151229940.4144,0.0773151223914015
2021,LAC,2110000.04969537,30930000.403896,45420000.0781566,664389996.809885,972930013.904348,204629997.007549,1150000.00409782,756980010.172352,4890000.02108514,336409996.913746,5269999.94181097,1755500012.22268,292459998.408332,129999.997094274,7810000.1309067,15010000.0556558,189999.997615814,172650001.373142,399559999.288991,319769996.922463,11919999.9999255,12410000.0206381,140580003.902316,4049999.91506338,2099999.95678663,11059999.49947,0.0,479999.996721745,171380001.075566,8919590013.32336,2577349985.25493,37330999.4488955,12090060.9027594,319999.806582928,29351670.185104,0.0,30296999.9313354,40630610.0487709,16146203.9463222,0.0,0.0,36495983.6304188,22863089.7700787,0.0,0.0,205298.006534576,15057029.9730171,45025799.1999388,11416930030.8228,10805730007.1716,1.20093819182778,11372810033.7982,0.771366061645855
2021,LCN,2190000.04790723,32560000.4270673,45420000.0781566,683189997.060224,1027940013.11995,217309996.74648,1230000.00417233,782800010.522828,5479999.9948591,340659996.749833,5269999.94181097,1757260012.21314,299239998.498932,149999.996647239,7870000.13142824,15600000.0294298,189999.997615814,172790001.383051,473230001.451448,320799996.893853,11919999.9999255,14799999.9057502,153430003.330112,5209999.85933304,2249999.95343387,11519999.4966388,39999.9991059303,479999.996721745,186410000.672564,9301010008.43383,2723639979.93432,37860129.4532418,12847592.1489298,-45000.2029538155,30477070.1639354,0.0,35820999.9799728,44021030.0087929,17307177.644223,0.0,0.0,38968002.6471615,22863089.7700787,0.0,0.0,205298.006534576,15938259.9696983,48531699.171057,11848990024.5667,11213789995.1935,1.04690133654803,11882310026.6457,0.654846472770469
2021,LMY,3045039794.92188,698260009.765625,1351969970.70313,4807660156.25,20441220703.125,2902710205.07813,88389999.3896484,23631611328.125,1933329956.05469,1166390014.64844,702169982.910156,10006360351.5625,9649200195.3125,74470001.2207031,253160003.662109,620830017.089844,57590000.1525879,2484560058.59375,11497850585.9375,2292300048.82813,362580017.089844,3765780029.29688,3391209960.9375,534929992.675781,283779998.779297,154779998.779297,36569999.6948242,46080001.8310547,3850139892.57813,147978161399.858,37817578125.0,426563781.738281,71675880.4321289,377946990.966797,252151672.363281,88201713.5620117,887682983.398438,591005920.410156,402840820.3125,0.0,0.0,327505828.857422,193830856.323242,727358520.507813,0.0,13361281.3949585,342848358.154297,606257263.183594,201776687500.0,189745046875.0,1.65297260579508,201868890625.0,2.1818291867484
2021,MEA,78220000.4383922,85509999.1559982,96799999.6766448,486090005.517006,4994380113.60168,226629999.339581,18029999.7460097,3506340028.46479,219720003.068447,68120000.526309,95119998.1980026,993589985.966682,687910000.085831,9379999.8909235,61390000.3917515,46690000.2807379,3689999.97153878,242269999.712706,1051700010.29968,154309997.424483,20559999.5423108,171939999.181777,340970002.606511,7640000.09186566,24399999.8345971,4129999.98033047,4760000.01840293,2760000.04075468,365410001.993179,18483980126.9025,4414009981.87065,7388340.04104137,4716761.92991436,-10373000.3982782,14203899.9311626,0.0,43404999.9713898,46723410.2040529,16760817.0807362,0.0,0.0,32774551.2127876,1932160.02127156,727358493.804932,0.0,327105.015516281,57091051.1054099,52762400.1502991,34886630493.1641,32078420013.4277,3.46032133205263,34622419754.0283,2.3048203115011
2021,MIC,2167919921.875,326429992.675781,261950012.207031,1149660034.17969,12151450195.3125,1062310058.59375,58069999.6948242,7139700195.3125,318239990.234375,361889984.130859,191069992.06543,5532270019.53125,2268850097.65625,29940000.5340576,195460006.713867,123720001.220703,3119999.88555908,433000000.0,7789430175.78125,1603680053.71094,123730003.356934,272750000.0,693030029.296875,305519989.013672,251139999.389648,78949996.9482422,19309999.4659424,36110000.6103516,1030969970.70313,58812850876.3146,12808410156.25,59477668.762207,40163497.9248047,191333999.633789,92166793.8232422,0.0,426096984.863281,241688690.185547,161564437.866211,0.0,0.0,183994201.660156,66672790.5273438,683015991.210938,0.0,445127.725601196,132478805.541992,220155807.495117,82103859375.0,78008164062.5,0.69971487458067,84559921875.0,0.932077661109083
2021,MNA,78220000.4383922,85509999.1559982,96799999.6766448,486090005.517006,4994380113.60168,226629999.339581,18029999.7460097,3506340028.46479,219720003.068447,68120000.526309,95119998.1980026,993589985.966682,687910000.085831,9379999.8909235,61390000.3917515,46690000.2807379,3689999.97153878,242269999.712706,1051700010.29968,154309997.424483,20559999.5423108,171939999.181777,340970002.606511,7640000.09186566,24399999.8345971,4129999.98033047,4760000.01840293,2760000.04075468,365410001.993179,18483980126.9025,4414009981.87065,7388340.04104137,4716761.92991436,-10373000.3982782,14203899.9311626,0.0,43404999.9713898,46723410.2040529,16760817.0807362,0.0,0.0,32774551.2127876,1932160.02127156,727358493.804932,0.0,327105.015516281,57091051.1054099,52762400.1502991,34886630493.1641,32078420013.4277,8.32651505620706,34622419754.0283,7.58938778493969
2021,SAS,224459997.415543,31179999.9251962,6110000.15959144,256430000.513792,1043100010.15663,178690000.548959,3499999.98137355,1704229993.22414,145500000.055879,16859999.8485297,63889999.1363287,267979992.66535,795110020.428896,870000.004768372,17669999.5175004,12819999.9611825,1900000.05066395,125800002.854317,4740810058.59375,305340000.189841,18040000.05126,65559998.9295006,167789998.717606,7289999.80539083,27139999.8217821,860000.014305115,680000.007152557,810000.009834766,203400003.165007,12967960035.9201,2532249960.1841,5696790.00973701,2262315.0870204,102362999.945879,11607099.9950171,0.0,142851998.746395,11490570.0683594,31720873.4750748,0.0,0.0,31605208.158493,3839489.903301,0.0,0.0,0.0,22020899.8247981,55022899.1508484,17641809913.6353,17038410507.2021,1.43559280545154,17997349998.4741,1.79243016352876
2021,SSA,52670000.5084276,151380000.770092,516600000.681356,2107339994.46034,4752940017.84921,576050008.265302,16969999.8516589,4915790015.91913,608629997.711629,207029998.30246,200059999.251738,2722180026.46044,2193629970.7666,9069999.91647899,48310000.0284612,283280001.763254,20769999.7648597,944900023.674592,1574319994.08454,500299999.598414,181040003.120899,828630008.105189,731209998.879582,15369999.660179,20460000.1275539,97900000.5256385,7789999.96744096,8699999.7664243,1422729987.42759,38901750085.1694,13179830038.0688,82900540.5455828,22460941.0315752,259667999.282479,42405910.3429317,0.0,522418000.221252,367248368.851841,281781057.417393,0.0,0.0,158549123.048782,143618110.358715,0.0,0.0,1034413.45691681,232601519.361138,188090200.662613,62272819988.2507,58802390365.6006,14.4652543333909,63212760002.1362,11.137360911266
2021,SSF,52670000.5084276,151380000.770092,516600000.681356,2107339994.46034,4752940017.84921,576050008.265302,16969999.8516589,4915790015.91913,608629997.711629,207029998.30246,200059999.251738,2722180026.46044,2193629970.7666,9069999.91647899,48310000.0284612,283280001.763254,20769999.7648597,944900023.674592,1574319994.08454,500299999.598414,181040003.120899,828630008.105189,731209998.879582,15369999.660179,20460000.1275539,97900000.5256385,7789999.96744096,8699999.7664243,1422729987.42759,38901750085.1694,13179830038.0688,82900540.5455828,22460941.0315752,259667999.282479,42405910.3429317,0.0,522418000.221252,367248368.851841,281781057.417393,0.0,0.0,158549123.048782,143618110.358715,0.0,0.0,1034413.45691681,232601519.361138,188090200.662613,62285599987.9837,58814490365.9821,14.4584942263585,63212760002.1362,11.0996208480766
